source,destination,risk,s_name,d_name,s_latt,s_long,d_latt,d_long,s_country,d_country
5419,5262,6.845003605907985e-13,Yizheng,Pomalaa,32.2,119.2,-4.1667,121.5833,CHN,IDN
5419,5924,6.032583692476183e-13,Yizheng,Kendari,32.2,119.2,-3.9667,122.5833,CHN,IDN
5419,3272,5.817606068037498e-13,Yizheng,Laem Chabang,32.2,119.2,13.0833,100.8833,CHN,THA
5419,4336,4.0895108724902163e-13,Yizheng,Gresik,32.2,119.2,-7.15,112.65,CHN,IDN
5419,4074,3.991387315229357e-13,Yizheng,Batangas,32.2,119.2,13.75,121.05,CHN,PHL
5419,232,3.816646090594983e-13,Yizheng,Balikpapan,32.2,119.2,-1.2667,116.8167,CHN,IDN
5419,6366,9.637338561889112e-14,Yizheng,Map Ta Phut,32.2,119.2,12.65,101.15,CHN,THA
5419,5858,7.813853837189472e-14,Yizheng,Nevelsk,32.2,119.2,46.6667,141.85,CHN,RUS
5419,950,7.797557352973398e-14,Yizheng,Sandakan,32.2,119.2,5.8119,118.0784,CHN,MYS
5419,5898,6.453703677810489e-14,Yizheng,Rayong,32.2,119.2,12.6333,101.2833,CHN,THA
6069,5605,0.0005347717783871774,Zhenjiang,San Francisco,32.2167,119.4072,37.8,-122.4167,CHN,USA
6069,9343,0.00022313429457832353,Zhenjiang,Dafeng,32.2167,119.4072,33.2,120.4167,CHN,CHN
6069,2159,0.0001995191463510192,Zhenjiang,Newcastle(AUS),32.2167,119.4072,-32.9053,151.7636,CHN,AUS
6069,2088,7.81560199573013e-05,Zhenjiang,Oita,32.2167,119.4072,33.2673,131.5111,CHN,JPN
6069,238,7.37950066625444e-05,Zhenjiang,Portland(OR USA),32.2167,119.4072,45.5667,-122.7333,CHN,USA
6069,4811,5.924378913815371e-05,Zhenjiang,Wuhan,32.2167,119.4072,30.5833,114.3167,CHN,CHN
6069,4067,4.245407177112437e-05,Zhenjiang,Brisbane,32.2167,119.4072,-27.4092,153.1558,CHN,AUS
6069,1387,2.5950825594248907e-05,Zhenjiang,Kisarazu,32.2167,119.4072,35.3631,139.8608,CHN,JPN
6069,5708,2.354411501580738e-05,Zhenjiang,Chiba,32.2167,119.4072,35.5803,140.1275,CHN,JPN
6069,502,9.350629623552575e-06,Zhenjiang,Kawasaki,32.2167,119.4072,35.5,139.75,CHN,JPN
6069,8842,8.872689140956007e-06,Zhenjiang,Huanghua,32.2167,119.4072,38.3667,117.3333,CHN,CHN
6069,5146,6.4352529621414175e-06,Zhenjiang,Ulsan,32.2167,119.4072,35.505,129.3841,CHN,KOR
6069,306,5.1280378087699595e-06,Zhenjiang,Huangpu,32.2167,119.4072,23.0975,113.4242,CHN,CHN
6069,2842,5.091786553548643e-06,Zhenjiang,Yokohama,32.2167,119.4072,35.4386,139.6636,CHN,JPN
6069,5828,4.626408722904018e-06,Zhenjiang,Xingang,32.2167,119.4072,38.9833,117.75,CHN,CHN
6069,3415,4.043230153388588e-06,Zhenjiang,Lianyungang,32.2167,119.4072,34.7333,119.45,CHN,CHN
6069,7705,3.961040884510913e-06,Zhenjiang,Tangshan,32.2167,119.4072,39.2167,119.0167,CHN,CHN
