source,destination,risk,s_name,d_name,s_latt,s_long,d_latt,d_long,s_country,d_country
8311,5369,9.252469365484115e-10,Changzhou,Vung Tau,31.9667,119.9833,10.4111,107.1364,CHN,VNM
8311,2121,8.374312616445757e-10,Changzhou,Shimonoseki,31.9667,119.9833,33.9333,130.9333,CHN,JPN
8311,4272,5.368637298675093e-10,Changzhou,Anyer,31.9667,119.9833,-6.0333,105.9333,CHN,IDN
8311,3958,4.967125950941207e-10,Changzhou,Kerteh Terminal,31.9667,119.9833,4.5833,103.45,CHN,MYS
8311,1070,4.4365479767294815e-10,Changzhou,Ube,31.9667,119.9833,33.9514,131.2464,CHN,JPN
8311,5898,3.6151029457526917e-10,Changzhou,Rayong,31.9667,119.9833,12.6333,101.2833,CHN,THA
8311,9343,3.5379299162844794e-10,Changzhou,Dafeng,31.9667,119.9833,33.2,120.4167,CHN,CHN
8311,1348,2.623432808698437e-10,Changzhou,Matsuyama,31.9667,119.9833,33.8295,132.6964,CHN,JPN
8311,1483,2.1221186724834623e-10,Changzhou,Mizushima,31.9667,119.9833,34.4864,133.7325,CHN,JPN
8311,2151,1.3775021957576593e-10,Changzhou,Kobe,31.9667,119.9833,34.6886,135.2022,CHN,JPN
8311,5444,1.2865220172980162e-10,Changzhou,Kikuma,31.9667,119.9833,34.0333,132.8333,CHN,JPN
8311,6071,1.1397442503377213e-10,Changzhou,Onsan,31.9667,119.9833,35.4458,129.3569,CHN,KOR
8311,5196,1.1334838634217629e-10,Changzhou,Manila,31.9667,119.9833,14.5833,120.9667,CHN,PHL
8311,2772,1.1027333428637163e-10,Changzhou,Mariveles,31.9667,119.9833,14.4167,120.5,CHN,PHL
8311,5172,9.159577276047412e-11,Changzhou,Sakai,31.9667,119.9833,34.4847,135.3897,CHN,JPN
8311,6126,8.811659942132454e-11,Changzhou,Banten,31.9667,119.9833,-6.0167,105.9667,CHN,IDN
8311,7660,5.237118324733565e-11,Changzhou,Okke,31.9667,119.9833,37.5,129.0833,CHN,KOR
8311,2508,4.9946598350880394e-11,Changzhou,Donghae,31.9667,119.9833,37.5136,129.1203,CHN,KOR
8311,8842,2.77499172761734e-11,Changzhou,Huanghua,31.9667,119.9833,38.3667,117.3333,CHN,CHN
8311,925,1.4814435250685495e-11,Changzhou,Saganoseki,31.9667,119.9833,33.2497,131.8631,CHN,JPN
8311,5290,1.2147400925166783e-11,Changzhou,Mina Saqr,31.9667,119.9833,25.9833,56.05,CHN,ARE
8311,5586,9.415197744410595e-12,Changzhou,Mokpo,31.9667,119.9833,34.7828,126.3847,CHN,KOR
8311,8219,6.532200214955611e-12,Changzhou,Qianwan,31.9667,119.9833,35.9833,120.1833,CHN,CHN
8311,5146,5.303824743297924e-12,Changzhou,Ulsan,31.9667,119.9833,35.505,129.3841,CHN,KOR
8311,5828,5.210818439779723e-12,Changzhou,Xingang,31.9667,119.9833,38.9833,117.75,CHN,CHN
8311,4128,2.9015647121005537e-12,Changzhou,Shikama,31.9667,119.9833,34.7833,134.6667,CHN,JPN
8311,4240,2.6597286909602533e-12,Changzhou,Kashima,31.9667,119.9833,35.9217,140.6773,CHN,JPN
8311,7584,2.2563248671269137e-12,Changzhou,Rizhao,31.9667,119.9833,35.3795,119.5439,CHN,CHN
8311,3283,1.8633787314564684e-12,Changzhou,Lanshan,31.9667,119.9833,35.0833,119.35,CHN,CHN
8311,7705,1.4635579369209652e-12,Changzhou,Tangshan,31.9667,119.9833,39.2167,119.0167,CHN,CHN
8311,9597,1.1168295107256601e-12,Changzhou,Huangdao,31.9667,119.9833,36.0273,120.2161,CHN,CHN
8311,2994,1.0813524852668038e-12,Changzhou,Tokuyama,31.9667,119.9833,34,131.8,CHN,JPN
8311,3415,6.984154021624588e-13,Changzhou,Lianyungang,31.9667,119.9833,34.7333,119.45,CHN,CHN
8311,4404,3.8065056209227324e-13,Changzhou,Gunsan,31.9667,119.9833,35.9753,126.6264,CHN,KOR
8311,8639,2.935670528325196e-13,Changzhou,Laizhou,31.9667,119.9833,37.3908,119.9553,CHN,CHN
8311,2302,1.1970968000002947e-13,Changzhou,Longkou,31.9667,119.9833,37.6608,120.3178,CHN,CHN
8311,722,9.788440018788917e-14,Changzhou,Pyeongtaek,31.9667,119.9833,36.9969,126.7914,CHN,KOR
8311,4438,5.728254071649909e-14,Changzhou,Weihai,31.9667,119.9833,37.5044,122.1192,CHN,CHN
8311,3269,1.9135456658106155e-14,Changzhou,Longview,31.9667,119.9833,46.1333,-122.9333,CHN,USA
8311,6406,1.4043434802994814e-14,Changzhou,Bayuquan,31.9667,119.9833,40.2889,122.0991,CHN,CHN
8311,3983,6.18513594767811e-15,Changzhou,Dalian,31.9667,119.9833,38.9248,121.6514,CHN,CHN
8311,2957,5.13492521426436e-15,Changzhou,Qinhuangdao,31.9667,119.9833,39.9317,119.6411,CHN,CHN
8311,5588,3.65220488739249e-15,Changzhou,Astoria,31.9667,119.9833,46.1833,-123.8333,CHN,USA
8311,3974,3.264393475935339e-15,Changzhou,Yantai,31.9667,119.9833,37.5644,121.3703,CHN,CHN
8311,8517,3.0944007704743147e-15,Changzhou,Shanhaiguan,31.9667,119.9833,39.9864,119.8292,CHN,CHN
8311,9592,1.938815194098804e-15,Changzhou,Panjin,31.9667,119.9833,41.1167,122.0667,CHN,CHN
8311,2230,1.0596376450900022e-15,Changzhou,Yingkou,31.9667,119.9833,40.6833,122.2333,CHN,CHN
8311,6196,8.939020821252325e-16,Changzhou,Daesan,31.9667,119.9833,37.0119,126.4106,CHN,KOR
8311,4842,8.926786376969026e-16,Changzhou,Dandong,31.9667,119.9833,40.1333,124.4,CHN,CHN
8311,8142,2.780836569012031e-16,Changzhou,Huludao,31.9667,119.9833,40.7167,120.9833,CHN,CHN
8311,4303,2.6848067792013135e-16,Changzhou,Incheon,31.9667,119.9833,37.465,126.6267,CHN,KOR
8311,3108,2.597803790084707e-16,Changzhou,Nanaimo,31.9667,119.9833,49.1667,-123.9333,CHN,CAN
8311,7590,5.32856156603947e-17,Changzhou,Jinzhou,31.9667,119.9833,40.8405,121.0464,CHN,CHN
8311,126,1.6442093703133413e-18,Changzhou,Manchester(USA),31.9667,119.9833,47.55,-122.5333,CHN,USA
8311,3444,2.793873231499336e-21,Changzhou,Nakhodka,31.9667,119.9833,42.7986,132.877,CHN,RUS
8311,818,1.0490720596997148e-21,Changzhou,Vostochnyy,31.9667,119.9833,42.7503,133.0767,CHN,RUS
8311,4309,9.012878884359807e-22,Changzhou,Vanino,31.9667,119.9833,49.0833,140.2667,CHN,RUS
5419,1796,1.5532155780671464e-06,Yizheng,San Nicolas(ARG),32.2,119.2,-33.3314,-60.2225,CHN,ARG
5419,2159,3.86056432394845e-07,Yizheng,Newcastle(AUS),32.2,119.2,-32.9053,151.7636,CHN,AUS
5419,1600,1.7142952912428483e-07,Yizheng,Melbourne,32.2,119.2,-37.8311,144.9178,CHN,AUS
5419,5708,1.4873237778032225e-07,Yizheng,Chiba,32.2,119.2,35.5803,140.1275,CHN,JPN
5419,4067,7.185674745156448e-08,Yizheng,Brisbane,32.2,119.2,-27.4092,153.1558,CHN,AUS
5419,502,4.629190812639748e-08,Yizheng,Kawasaki,32.2,119.2,35.5,139.75,CHN,JPN
5419,2088,3.940118624714829e-08,Yizheng,Oita,32.2,119.2,33.2673,131.5111,CHN,JPN
5419,8842,1.8928007981950418e-08,Yizheng,Huanghua,32.2,119.2,38.3667,117.3333,CHN,CHN
5419,3083,1.742274752700306e-08,Yizheng,Fukuyama,32.2,119.2,34.4561,133.4369,CHN,JPN
5419,962,1.470237004779345e-08,Yizheng,Uno,32.2,119.2,34.4833,133.95,CHN,JPN
5419,5828,1.1565339243452514e-08,Yizheng,Xingang,32.2,119.2,38.9833,117.75,CHN,CHN
5419,2508,6.2864875082335415e-09,Yizheng,Donghae,32.2,119.2,37.5136,129.1203,CHN,KOR
5419,8115,5.816668054464301e-09,Yizheng,Dongguan,32.2,119.2,23.05,113.7167,CHN,CHN
5419,1483,2.8876491440663595e-09,Yizheng,Mizushima,32.2,119.2,34.4864,133.7325,CHN,JPN
5419,3974,2.5368258626114638e-09,Yizheng,Yantai,32.2,119.2,37.5644,121.3703,CHN,CHN
5419,7582,2.3317036360694104e-09,Yizheng,Shidao,32.2,119.2,36.8798,122.4289,CHN,CHN
5419,4152,1.9130014805275236e-09,Yizheng,Niihama,32.2,119.2,33.9619,133.2656,CHN,JPN
5419,6406,1.6586877869132517e-09,Yizheng,Bayuquan,32.2,119.2,40.2889,122.0991,CHN,CHN
5419,2302,1.480234384377911e-09,Yizheng,Longkou,32.2,119.2,37.6608,120.3178,CHN,CHN
5419,7584,1.249463375378259e-09,Yizheng,Rizhao,32.2,119.2,35.3795,119.5439,CHN,CHN
5419,5146,1.1747209386039326e-09,Yizheng,Ulsan,32.2,119.2,35.505,129.3841,CHN,KOR
5419,2230,1.1303659439313159e-09,Yizheng,Yingkou,32.2,119.2,40.6833,122.2333,CHN,CHN
5419,6071,1.1231238842192964e-09,Yizheng,Onsan,32.2,119.2,35.4458,129.3569,CHN,KOR
5419,8639,8.388653205294323e-10,Yizheng,Laizhou,32.2,119.2,37.3908,119.9553,CHN,CHN
5419,3283,7.95840765046409e-10,Yizheng,Lanshan,32.2,119.2,35.0833,119.35,CHN,CHN
5419,3725,7.729876992958115e-10,Yizheng,Xiamen,32.2,119.2,24.4575,118.0714,CHN,CHN
5419,1139,7.262897611279052e-10,Yizheng,Hiroshima,32.2,119.2,34.3603,132.435,CHN,JPN
5419,5493,6.117415796333265e-10,Yizheng,Osaka,32.2,119.2,34.6394,135.4173,CHN,JPN
5419,3923,5.931692307026196e-10,Yizheng,Zhanjiang,32.2,119.2,21.1811,110.4033,CHN,CHN
5419,4303,5.479181891657953e-10,Yizheng,Incheon,32.2,119.2,37.465,126.6267,CHN,KOR
5419,8308,5.321398127871221e-10,Yizheng,Penglai,32.2,119.2,37.8167,120.7167,CHN,CHN
5419,3983,5.29140371297734e-10,Yizheng,Dalian,32.2,119.2,38.9248,121.6514,CHN,CHN
5419,2994,4.041283444459486e-10,Yizheng,Tokuyama,32.2,119.2,34,131.8,CHN,JPN
5419,722,2.415175936388333e-10,Yizheng,Pyeongtaek,32.2,119.2,36.9969,126.7914,CHN,KOR
5419,8142,2.33126440699182e-10,Yizheng,Huludao,32.2,119.2,40.7167,120.9833,CHN,CHN
5419,1927,1.560966822173883e-10,Yizheng,Moji,32.2,119.2,33.95,130.9667,CHN,JPN
5419,6196,1.1390540804587101e-10,Yizheng,Daesan,32.2,119.2,37.0119,126.4106,CHN,KOR
5419,3867,1.0238141111416362e-10,Yizheng,Haiphong,32.2,119.2,20.8667,106.6667,CHN,VNM
5419,8839,4.0377452111512396e-11,Yizheng,Sendai-Shiogama,32.2,119.2,38.2866,141.0267,CHN,JPN
5419,4343,3.873735812091919e-11,Yizheng,Beihai,32.2,119.2,21.4809,109.1198,CHN,CHN
5419,3647,7.768773397031724e-12,Yizheng,Taichung,32.2,119.2,24.28,120.5275,CHN,TWN
5419,3164,7.415019247367583e-12,Yizheng,Hong Kong,32.2,119.2,22.2861,114.1575,CHN,CHN
5419,7892,2.449572659256345e-12,Yizheng,Huizhou,32.2,119.2,22.7,114.5667,CHN,CHN
5419,5904,1.6996342075516128e-12,Yizheng,An Ping,32.2,119.2,23.0103,120.1547,CHN,TWN
5419,1504,1.2187007903052319e-12,Yizheng,Kaohsiung,32.2,119.2,22.5927,120.3053,CHN,TWN
5419,4088,3.9296626225790695e-13,Yizheng,Townsville,32.2,119.2,-19.2558,146.8286,CHN,AUS
5419,7703,3.525284223134458e-13,Yizheng,Shuidong,32.2,119.2,21.4833,111.0667,CHN,CHN
5419,818,1.18279957372964e-13,Yizheng,Vostochnyy,32.2,119.2,42.7503,133.0767,CHN,RUS
5419,7895,9.202382555909067e-14,Yizheng,Mai-Liao,32.2,119.2,23.7852,120.1803,CHN,TWN
5419,3262,8.986745127911394e-14,Yizheng,Muroran,32.2,119.2,42.35,140.95,CHN,JPN
5419,3444,7.803638355455496e-14,Yizheng,Nakhodka,32.2,119.2,42.7986,132.877,CHN,RUS
5419,1165,3.296710120630467e-14,Yizheng,Singapore,32.2,119.2,1.2689,103.8331,CHN,SGP
5419,1903,1.455416296227008e-14,Yizheng,Pasir Gudang,32.2,119.2,1.4366,103.8975,CHN,MYS
5419,3943,1.4447911216528518e-14,Yizheng,Corinto,32.2,119.2,12.4753,-87.1377,CHN,NIC
5419,5152,8.608922998887072e-15,Yizheng,Davao,32.2,119.2,7.1692,125.6455,CHN,PHL
5419,2445,4.87815390896539e-15,Yizheng,Jakarta,32.2,119.2,-6.1086,106.8889,CHN,IDN
5419,3003,4.735248959442169e-15,Yizheng,Ko Sichang,32.2,119.2,13.15,100.8,CHN,THA
5419,8850,3.601953055299286e-15,Yizheng,Tanjung Langsat,32.2,119.2,1.4667,104.0167,CHN,MYS
5419,52,2.585376203701367e-15,Yizheng,Lahad Datu,32.2,119.2,5.0239,118.3494,CHN,MYS
5419,5262,1.8403636479880145e-15,Yizheng,Pomalaa,32.2,119.2,-4.1667,121.5833,CHN,IDN
5419,5924,1.6219345336058137e-15,Yizheng,Kendari,32.2,119.2,-3.9667,122.5833,CHN,IDN
5419,3272,1.5641351476703116e-15,Yizheng,Laem Chabang,32.2,119.2,13.0833,100.8833,CHN,THA
5419,4336,1.0995154394494143e-15,Yizheng,Gresik,32.2,119.2,-7.15,112.65,CHN,IDN
5419,4074,1.0731337107914056e-15,Yizheng,Batangas,32.2,119.2,13.75,121.05,CHN,PHL
5419,232,1.0261523772323634e-15,Yizheng,Balikpapan,32.2,119.2,-1.2667,116.8167,CHN,IDN
5419,6366,2.5911173424869387e-16,Yizheng,Map Ta Phut,32.2,119.2,12.65,101.15,CHN,THA
5419,5858,2.1008509827874115e-16,Yizheng,Nevelsk,32.2,119.2,46.6667,141.85,CHN,RUS
5419,950,2.0964694719996905e-16,Yizheng,Sandakan,32.2,119.2,5.8119,118.0784,CHN,MYS
5419,5898,1.7351578358962e-16,Yizheng,Rayong,32.2,119.2,12.6333,101.2833,CHN,THA
6069,5605,1.4377998867147622e-06,Zhenjiang,San Francisco,32.2167,119.4072,37.8,-122.4167,CHN,USA
6069,9343,5.999240730961217e-07,Zhenjiang,Dafeng,32.2167,119.4072,33.2,120.4167,CHN,CHN
6069,2159,5.364318343164833e-07,Zhenjiang,Newcastle(AUS),32.2167,119.4072,-32.9053,151.7636,CHN,AUS
6069,2088,2.1013209967734327e-07,Zhenjiang,Oita,32.2167,119.4072,33.2673,131.5111,CHN,JPN
6069,238,1.9840697753257795e-07,Zhenjiang,Portland(OR USA),32.2167,119.4072,45.5667,-122.7333,CHN,USA
6069,4811,1.592842344229306e-07,Zhenjiang,Wuhan,32.2167,119.4072,30.5833,114.3167,CHN,CHN
6069,4067,1.1414300838237097e-07,Zhenjiang,Brisbane,32.2167,119.4072,-27.4092,153.1558,CHN,AUS
6069,1387,6.977199547084456e-08,Zhenjiang,Kisarazu,32.2167,119.4072,35.3631,139.8608,CHN,JPN
6069,5708,6.330125722905739e-08,Zhenjiang,Chiba,32.2167,119.4072,35.5803,140.1275,CHN,JPN
6069,502,2.514032108052237e-08,Zhenjiang,Kawasaki,32.2167,119.4072,35.5,139.75,CHN,JPN
6069,8842,2.3855319142300748e-08,Zhenjiang,Huanghua,32.2167,119.4072,38.3667,117.3333,CHN,CHN
6069,306,1.3787362158031294e-08,Zhenjiang,Huangpu,32.2167,119.4072,23.0975,113.4242,CHN,CHN
6069,2842,1.3689896187019e-08,Zhenjiang,Yokohama,32.2167,119.4072,35.4386,139.6636,CHN,JPN
6069,5828,1.2438670488089248e-08,Zhenjiang,Xingang,32.2167,119.4072,38.9833,117.75,CHN,CHN
6069,3415,1.087072297277237e-08,Zhenjiang,Lianyungang,32.2167,119.4072,34.7333,119.45,CHN,CHN
6069,7705,1.0649746985898329e-08,Zhenjiang,Tangshan,32.2167,119.4072,39.2167,119.0167,CHN,CHN
6069,8465,1.0348716788470023e-08,Zhenjiang,Rongcheng,32.2167,119.4072,37.15,122.4,CHN,CHN
6069,8637,1.0266303113346172e-08,Zhenjiang,Humen,32.2167,119.4072,22.8,113.6667,CHN,CHN
6069,2508,9.943110662196776e-09,Zhenjiang,Donghae,32.2167,119.4072,37.5136,129.1203,CHN,KOR
6069,4842,9.80488384662273e-09,Zhenjiang,Dandong,32.2167,119.4072,40.1333,124.4,CHN,CHN
6069,3762,9.527927317432027e-09,Zhenjiang,Susaki,32.2167,119.4072,33.3833,133.3,CHN,JPN
6069,2415,9.409540473268807e-09,Zhenjiang,Kinuura,32.2167,119.4072,34.8698,136.9389,CHN,JPN
6069,8219,9.258843839570891e-09,Zhenjiang,Qianwan,32.2167,119.4072,35.9833,120.1833,CHN,CHN
6069,1385,8.310746170481806e-09,Zhenjiang,Minamata,32.2167,119.4072,32.2167,130.3333,CHN,JPN
6069,3279,8.307360597734152e-09,Zhenjiang,Tsukumi,32.2167,119.4072,33.0894,131.8536,CHN,JPN
6069,3489,6.505441468680315e-09,Zhenjiang,Wakayama,32.2167,119.4072,34.2,135.1333,CHN,JPN
6069,3283,5.603080175765963e-09,Zhenjiang,Lanshan,32.2167,119.4072,35.0833,119.35,CHN,CHN
6069,925,5.5526519433519685e-09,Zhenjiang,Saganoseki,32.2167,119.4072,33.2497,131.8631,CHN,JPN
6069,2994,5.2225108625560395e-09,Zhenjiang,Tokuyama,32.2167,119.4072,34,131.8,CHN,JPN
6069,3464,5.1938359293036175e-09,Zhenjiang,Gladstone,32.2167,119.4072,-23.84,151.2678,CHN,AUS
6069,7584,4.839147663511258e-09,Zhenjiang,Rizhao,32.2167,119.4072,35.3795,119.5439,CHN,CHN
6069,450,4.817338886681271e-09,Zhenjiang,Bundaberg,32.2167,119.4072,-24.8067,152.4003,CHN,AUS
6069,3083,4.717960536714808e-09,Zhenjiang,Fukuyama,32.2167,119.4072,34.4561,133.4369,CHN,JPN
6069,1425,4.628490483131724e-09,Zhenjiang,Kakogawa,32.2167,119.4072,34.7,134.8333,CHN,JPN
6069,808,4.225924499464e-09,Zhenjiang,Naoetsu,32.2167,119.4072,37.1833,138.25,CHN,JPN
6069,7606,3.965959705830351e-09,Zhenjiang,Tauranga,32.2167,119.4072,-37.65,176.1667,CHN,NZL
6069,7597,3.8884444169468504e-09,Zhenjiang,Long Beach,32.2167,119.4072,33.7664,-118.2108,CHN,USA
6069,1483,3.4442589244759843e-09,Zhenjiang,Mizushima,32.2167,119.4072,34.4864,133.7325,CHN,JPN
6069,2549,3.1839762150627584e-09,Zhenjiang,Qingdao,32.2167,119.4072,36.0897,120.325,CHN,CHN
6069,2375,2.4364254904759845e-09,Zhenjiang,Guangzhou,32.2167,119.4072,23.1,113.2333,CHN,CHN
6069,8106,2.29442872839515e-09,Zhenjiang,Higashi-Harima,32.2167,119.4072,34.7158,134.8625,CHN,JPN
6069,8639,2.123544855078901e-09,Zhenjiang,Laizhou,32.2167,119.4072,37.3908,119.9553,CHN,CHN
6069,1070,1.9695361342871056e-09,Zhenjiang,Ube,32.2167,119.4072,33.9514,131.2464,CHN,JPN
6069,1872,1.964624019121079e-09,Zhenjiang,Yokkaichi,32.2167,119.4072,34.9644,136.6383,CHN,JPN
6069,5775,1.8350130870214903e-09,Zhenjiang,Pohang,32.2167,119.4072,36.0064,129.41,CHN,KOR
6069,311,1.6222108494513156e-09,Zhenjiang,Vancouver(CAN),32.2167,119.4072,49.2847,-123.1119,CHN,CAN
6069,6406,1.602943499341403e-09,Zhenjiang,Bayuquan,32.2167,119.4072,40.2889,122.0991,CHN,CHN
6069,3832,1.5492962349007258e-09,Zhenjiang,Nagoya,32.2167,119.4072,35.0344,136.8703,CHN,JPN
6069,6071,1.5185543643836994e-09,Zhenjiang,Onsan,32.2167,119.4072,35.4458,129.3569,CHN,KOR
6069,3974,1.4935580756545664e-09,Zhenjiang,Yantai,32.2167,119.4072,37.5644,121.3703,CHN,CHN
6069,5588,1.41756607482145e-09,Zhenjiang,Astoria,32.2167,119.4072,46.1833,-123.8333,CHN,USA
6069,8308,1.3994604564129681e-09,Zhenjiang,Penglai,32.2167,119.4072,37.8167,120.7167,CHN,CHN
6069,8517,1.294983443303551e-09,Zhenjiang,Shanhaiguan,32.2167,119.4072,39.9864,119.8292,CHN,CHN
6069,8162,1.266566624667594e-09,Zhenjiang,Westport(WA USA),32.2167,119.4072,46.8833,-124.1,CHN,USA
6069,3988,1.1672546858615656e-09,Zhenjiang,Quanzhou,32.2167,119.4072,24.9,118.5833,CHN,CHN
6069,1846,1.1097186672089061e-09,Zhenjiang,Geraldton,32.2167,119.4072,-28.7786,114.5897,CHN,AUS
6069,3824,1.0434095798947944e-09,Zhenjiang,Wellington,32.2167,119.4072,-41.2833,174.7667,CHN,NZL
6069,5146,8.394174811118546e-10,Zhenjiang,Ulsan,32.2167,119.4072,35.505,129.3841,CHN,KOR
6069,1816,7.900474174326407e-10,Zhenjiang,Nelson(NZL),32.2167,119.4072,-41.2667,173.3167,CHN,NZL
6069,2957,7.834784922875607e-10,Zhenjiang,Qinhuangdao,32.2167,119.4072,39.9317,119.6411,CHN,CHN
6069,3983,7.829633590316831e-10,Zhenjiang,Dalian,32.2167,119.4072,38.9248,121.6514,CHN,CHN
6069,1139,7.449636361058274e-10,Zhenjiang,Hiroshima,32.2167,119.4072,34.3603,132.435,CHN,JPN
6069,957,7.160136727476504e-10,Zhenjiang,Onomichi,32.2167,119.4072,34.4,133.1833,CHN,JPN
6069,8115,6.743093898007631e-10,Zhenjiang,Dongguan,32.2167,119.4072,23.05,113.7167,CHN,CHN
6069,4128,6.715524458726633e-10,Zhenjiang,Shikama,32.2167,119.4072,34.7833,134.6667,CHN,JPN
6069,8140,6.296729093847765e-10,Zhenjiang,Yangjiang,32.2167,119.4072,21.85,111.9333,CHN,CHN
6069,2151,5.774170085015049e-10,Zhenjiang,Kobe,32.2167,119.4072,34.6886,135.2022,CHN,JPN
6069,8,5.14062148575538e-10,Zhenjiang,Jiangmen,32.2167,119.4072,22.6667,113.0833,CHN,CHN
6069,3923,5.031097327599551e-10,Zhenjiang,Zhanjiang,32.2167,119.4072,21.1811,110.4033,CHN,CHN
6069,5172,4.936475137610262e-10,Zhenjiang,Sakai,32.2167,119.4072,34.4847,135.3897,CHN,JPN
6069,5586,4.653689125682037e-10,Zhenjiang,Mokpo,32.2167,119.4072,34.7828,126.3847,CHN,KOR
6069,4240,4.564857119057683e-10,Zhenjiang,Kashima,32.2167,119.4072,35.9217,140.6773,CHN,JPN
6069,4404,4.5506926396219144e-10,Zhenjiang,Gunsan,32.2167,119.4072,35.9753,126.6264,CHN,KOR
6069,8640,4.3740815363241205e-10,Zhenjiang,Nansha,32.2167,119.4072,22.7714,113.6081,CHN,CHN
6069,4303,4.273013130974451e-10,Zhenjiang,Incheon,32.2167,119.4072,37.465,126.6267,CHN,KOR
6069,5493,4.241602100708602e-10,Zhenjiang,Osaka,32.2167,119.4072,34.6394,135.4173,CHN,JPN
6069,3191,3.7398237379629046e-10,Zhenjiang,Iwakuni,32.2167,119.4072,34.1761,132.2383,CHN,JPN
6069,7582,3.367254708511841e-10,Zhenjiang,Shidao,32.2167,119.4072,36.8798,122.4289,CHN,CHN
6069,4019,3.175758095295232e-10,Zhenjiang,Onahama,32.2167,119.4072,36.9333,140.9167,CHN,JPN
6069,5444,2.919806635214934e-10,Zhenjiang,Kikuma,32.2167,119.4072,34.0333,132.8333,CHN,JPN
6069,5403,2.4490368786311356e-10,Zhenjiang,Fangcheng,32.2167,119.4072,21.6089,108.3289,CHN,CHN
