source,destination,risk,s_name,d_name,s_latt,s_long,d_latt,d_long,s_country,d_country
8311,5708,2.0119109729286214e-06,Changzhou,Chiba,31.9667,119.9833,35.5803,140.1275,CHN,JPN
8311,6366,1.7809738094112048e-06,Changzhou,Map Ta Phut,31.9667,119.9833,12.65,101.15,CHN,THA
8311,502,1.5748396449702787e-06,Changzhou,Kawasaki,31.9667,119.9833,35.5,139.75,CHN,JPN
8311,5369,1.4712872419349096e-06,Changzhou,Vung Tau,31.9667,119.9833,10.4111,107.1364,CHN,VNM
8311,1483,1.3722054796806427e-06,Changzhou,Mizushima,31.9667,119.9833,34.4864,133.7325,CHN,JPN
8311,2121,1.3316465935584889e-06,Changzhou,Shimonoseki,31.9667,119.9833,33.9333,130.9333,CHN,JPN
8311,4272,8.536972403910546e-07,Changzhou,Anyer,31.9667,119.9833,-6.0333,105.9333,CHN,IDN
8311,3958,7.898506606210444e-07,Changzhou,Kerteh Terminal,31.9667,119.9833,4.5833,103.45,CHN,MYS
8311,1070,7.054804699753458e-07,Changzhou,Ube,31.9667,119.9833,33.9514,131.2464,CHN,JPN
8311,5898,5.748578711548045e-07,Changzhou,Rayong,31.9667,119.9833,12.6333,101.2833,CHN,THA
8311,9343,5.625861532822099e-07,Changzhou,Dafeng,31.9667,119.9833,33.2,120.4167,CHN,CHN
8311,1348,4.171668199097593e-07,Changzhou,Matsuyama,31.9667,119.9833,33.8295,132.6964,CHN,JPN
8311,2151,2.190443789974684e-07,Changzhou,Kobe,31.9667,119.9833,34.6886,135.2022,CHN,JPN
8311,5444,2.0457710863438185e-07,Changzhou,Kikuma,31.9667,119.9833,34.0333,132.8333,CHN,JPN
8311,6071,1.8123714960312296e-07,Changzhou,Onsan,31.9667,119.9833,35.4458,129.3569,CHN,KOR
8311,5196,1.8024165023585286e-07,Changzhou,Manila,31.9667,119.9833,14.5833,120.9667,CHN,PHL
8311,2772,1.7535183684736573e-07,Changzhou,Mariveles,31.9667,119.9833,14.4167,120.5,CHN,PHL
8311,5172,1.4565159478439785e-07,Changzhou,Sakai,31.9667,119.9833,34.4847,135.3897,CHN,JPN
8311,6126,1.4011916539266537e-07,Changzhou,Banten,31.9667,119.9833,-6.0167,105.9667,CHN,IDN
8311,7660,8.327836679393167e-08,Changzhou,Okke,31.9667,119.9833,37.5,129.0833,CHN,KOR
8311,2508,7.942289785452591e-08,Changzhou,Donghae,31.9667,119.9833,37.5136,129.1203,CHN,KOR
8311,8842,4.412670568301505e-08,Changzhou,Huanghua,31.9667,119.9833,38.3667,117.3333,CHN,CHN
8311,925,2.3557267492410576e-08,Changzhou,Saganoseki,31.9667,119.9833,33.2497,131.8631,CHN,JPN
8311,5290,1.931626606680591e-08,Changzhou,Mina Saqr,31.9667,119.9833,25.9833,56.05,CHN,ARE
8311,5586,1.497163597571214e-08,Changzhou,Mokpo,31.9667,119.9833,34.7828,126.3847,CHN,KOR
8311,8219,1.0387219301564046e-08,Changzhou,Qianwan,31.9667,119.9833,35.9833,120.1833,CHN,CHN
8311,5146,8.433910310887728e-09,Changzhou,Ulsan,31.9667,119.9833,35.505,129.3841,CHN,KOR
8311,5828,8.286015751737577e-09,Changzhou,Xingang,31.9667,119.9833,38.9833,117.75,CHN,CHN
8311,7705,5.80928918237476e-09,Changzhou,Tangshan,31.9667,119.9833,39.2167,119.0167,CHN,CHN
8311,4128,4.6139413965395126e-09,Changzhou,Shikama,31.9667,119.9833,34.7833,134.6667,CHN,JPN
8311,4240,4.229384324811874e-09,Changzhou,Kashima,31.9667,119.9833,35.9217,140.6773,CHN,JPN
8311,7584,3.5879091943263215e-09,Changzhou,Rizhao,31.9667,119.9833,35.3795,119.5439,CHN,CHN
8311,3283,2.963063422519434e-09,Changzhou,Lanshan,31.9667,119.9833,35.0833,119.35,CHN,CHN
8311,3415,2.2211792985897648e-09,Changzhou,Lianyungang,31.9667,119.9833,34.7333,119.45,CHN,CHN
8311,9597,1.7759334785553167e-09,Changzhou,Huangdao,31.9667,119.9833,36.0273,120.2161,CHN,CHN
8311,2994,1.7195194631421636e-09,Changzhou,Tokuyama,31.9667,119.9833,34,131.8,CHN,JPN
8311,4404,6.052938880629416e-10,Changzhou,Gunsan,31.9667,119.9833,35.9753,126.6264,CHN,KOR
8311,8639,4.668174974955113e-10,Changzhou,Laizhou,31.9667,119.9833,37.3908,119.9553,CHN,CHN
8311,2302,1.9035710139953382e-10,Changzhou,Longkou,31.9667,119.9833,37.6608,120.3178,CHN,CHN
8311,722,1.5565149528420738e-10,Changzhou,Pyeongtaek,31.9667,119.9833,36.9969,126.7914,CHN,KOR
8311,4438,9.108819279769901e-11,Changzhou,Weihai,31.9667,119.9833,37.5044,122.1192,CHN,CHN
8311,6406,6.547721811459518e-11,Changzhou,Bayuquan,31.9667,119.9833,40.2889,122.0991,CHN,CHN
8311,3269,3.0428366890568916e-11,Changzhou,Longview,31.9667,119.9833,46.1333,-122.9333,CHN,USA
8311,5588,1.1615153195315099e-11,Changzhou,Astoria,31.9667,119.9833,46.1833,-123.8333,CHN,USA
8311,3983,9.835332871675656e-12,Changzhou,Dalian,31.9667,119.9833,38.9248,121.6514,CHN,CHN
8311,2957,8.16533366132549e-12,Changzhou,Qinhuangdao,31.9667,119.9833,39.9317,119.6411,CHN,CHN
8311,3974,5.1908958398890285e-12,Changzhou,Yantai,31.9667,119.9833,37.5644,121.3703,CHN,CHN
8311,8517,4.92058086894752e-12,Changzhou,Shanhaiguan,31.9667,119.9833,39.9864,119.8292,CHN,CHN
8311,4842,3.5003464446205594e-12,Changzhou,Dandong,31.9667,119.9833,40.1333,124.4,CHN,CHN
8311,9592,3.083019188572988e-12,Changzhou,Panjin,31.9667,119.9833,41.1167,122.0667,CHN,CHN
8311,2230,1.68498947330835e-12,Changzhou,Yingkou,31.9667,119.9833,40.6833,122.2333,CHN,CHN
8311,6196,1.4214440243121973e-12,Changzhou,Daesan,31.9667,119.9833,37.0119,126.4106,CHN,KOR
8311,3108,8.261828107553641e-13,Changzhou,Nanaimo,31.9667,119.9833,49.1667,-123.9333,CHN,CAN
8311,8142,4.421964779647098e-13,Changzhou,Huludao,31.9667,119.9833,40.7167,120.9833,CHN,CHN
8311,4303,4.269262404731634e-13,Changzhou,Incheon,31.9667,119.9833,37.465,126.6267,CHN,KOR
8311,7590,2.3476316206998554e-13,Changzhou,Jinzhou,31.9667,119.9833,40.8405,121.0464,CHN,CHN
8311,126,5.2290997658121415e-15,Changzhou,Manchester(USA),31.9667,119.9833,47.55,-122.5333,CHN,USA
8311,3444,1.2793123306412241e-17,Changzhou,Nakhodka,31.9667,119.9833,42.7986,132.877,CHN,RUS
8311,818,5.478710789955644e-18,Changzhou,Vostochnyy,31.9667,119.9833,42.7503,133.0767,CHN,RUS
8311,4309,2.8554268387291004e-18,Changzhou,Vanino,31.9667,119.9833,49.0833,140.2667,CHN,RUS
8311,6267,2.328931140532637e-19,Changzhou,Sovetskaya Gavan,31.9667,119.9833,48.9723,140.2748,CHN,RUS
8311,944,7.546898706048972e-20,Changzhou,Vladivostok,31.9667,119.9833,43.0983,131.8922,CHN,RUS
1165,4474,0.5090056359358719,Singapore,Mundra,1.2689,103.8331,22.8192,69.7039,SGP,IND
1165,5369,0.5047298415855765,Singapore,Vung Tau,1.2689,103.8331,10.4111,107.1364,SGP,VNM
1165,5273,0.49296247049813147,Singapore,Krishnapatnam,1.2689,103.8331,14.3,80.0833,SGP,IND
1165,7501,0.47119150426382744,Singapore,Ras Laffan,1.2689,103.8331,25.9114,51.5745,SGP,QAT
1165,8072,0.46877706110551404,Singapore,Jamnagar Terminal,1.2689,103.8331,22.5806,69.7972,SGP,IND
1165,7863,0.3637472426551037,Singapore,Ennore,1.2689,103.8331,13.2333,80.3333,SGP,IND
1165,3003,0.33312202534204255,Singapore,Ko Sichang,1.2689,103.8331,13.15,100.8,SGP,THA
1165,1231,0.3053814992516254,Singapore,New Mangalore,1.2689,103.8331,12.9167,74.8,SGP,IND
1165,2947,0.27720999074191915,Singapore,Mina al Fahal,1.2689,103.8331,23.65,58.5333,SGP,OMN
1165,119,0.26914390620694817,Singapore,Navlakhi,1.2689,103.8331,22.9667,70.45,SGP,IND
1165,6202,0.2670027058430294,Singapore,Dahej,1.2689,103.8331,21.7167,72.5833,SGP,IND
1165,3479,0.2546367125027582,Singapore,Villanueva,1.2689,103.8331,8.5833,124.75,SGP,PHL
1165,1392,0.25281122780249227,Singapore,Santa Marta,1.2689,103.8331,11.2517,-74.2142,SGP,COL
1165,2958,0.249373676347045,Singapore,Mumbai,1.2689,103.8331,18.9,72.8167,SGP,IND
1165,5678,0.23211106033321535,Singapore,Ras Tanura,1.2689,103.8331,26.6314,50.1617,SGP,SAU
1165,4561,0.23057449264747823,Singapore,Kakinada,1.2689,103.8331,17,82.2833,SGP,IND
1165,470,0.21347545310131869,Singapore,Ponta da Madeira,1.2689,103.8331,-2.5656,-44.3742,SGP,BRA
1165,2310,0.21111777582812627,Singapore,Juaymah Terminal,1.2689,103.8331,26.9167,50.0167,SGP,SAU
1165,933,0.20035149601351823,Singapore,Mormugao,1.2689,103.8331,15.4167,73.8,SGP,IND
1165,6274,0.20024879787643635,Singapore,Hazira,1.2689,103.8331,21.1,72.65,SGP,IND
1165,8143,0.2001885967681315,Singapore,Qalhat Terminal,1.2689,103.8331,22.6667,59.4167,SGP,OMN
1165,2984,0.18517797612019382,Singapore,Djeno Terminal,1.2689,103.8331,-4.9333,11.9,SGP,COG
1165,3237,0.17953481415453004,Singapore,Ruwais,1.2689,103.8331,24.1397,52.7236,SGP,ARE
1165,1791,0.17570725595664863,Singapore,Port Hedland,1.2689,103.8331,-20.3156,118.5823,SGP,AUS
1165,402,0.17337226336888964,Singapore,New Tuticorin,1.2689,103.8331,8.75,78.2167,SGP,IND
1165,4301,0.1729710102260641,Singapore,Sandheads,1.2689,103.8331,20.9,88.2333,SGP,IND
1165,1132,0.1724453053364407,Singapore,Cap Lopez,1.2689,103.8331,-0.6333,8.7,SGP,GAB
1165,6366,0.17121357660836592,Singapore,Map Ta Phut,1.2689,103.8331,12.65,101.15,SGP,THA
1165,1720,0.170425023356684,Singapore,Takoradi,1.2689,103.8331,4.888,-1.7511,SGP,GHA
1165,9450,0.16049459661984578,Singapore,Dhamra,1.2689,103.8331,20.7833,86.9,SGP,IND
1165,4074,0.15832984939235015,Singapore,Batangas,1.2689,103.8331,13.75,121.05,SGP,PHL
1165,1858,0.15170637556198266,Singapore,Zirku Is.,1.2689,103.8331,24.8833,53.0667,SGP,ARE
1165,5741,0.15128121005325051,Singapore,Escravos Terminal,1.2689,103.8331,5.5508,5.11,SGP,NGA
1165,5096,0.14719411824035286,Singapore,Visakhapatnam,1.2689,103.8331,17.7,83.3,SGP,IND
1165,7895,0.14565928394853175,Singapore,Mai-Liao,1.2689,103.8331,23.7852,120.1803,SGP,TWN
1165,2828,0.14463607923432428,Singapore,Karachi,1.2689,103.8331,24.8333,67,SGP,PAK
1165,730,0.14148914722946979,Singapore,Fujairah,1.2689,103.8331,25.1667,56.3667,SGP,ARE
1165,3164,0.14064921991197407,Singapore,Hong Kong,1.2689,103.8331,22.2861,114.1575,SGP,CHN
1165,1504,0.13813821465197537,Singapore,Kaohsiung,1.2689,103.8331,22.5927,120.3053,SGP,TWN
1165,4084,0.1368087292457272,Singapore,Salaya,1.2689,103.8331,22.3,69.5833,SGP,IND
1165,3169,0.12874358018896037,Singapore,Kuantan,1.2689,103.8331,3.9667,103.4333,SGP,MYS
1165,1470,0.12819187804628715,Singapore,Paradip,1.2689,103.8331,20.2667,86.6833,SGP,IND
1165,7523,0.1270963595665123,Singapore,Tuban,1.2689,103.8331,-6.7667,111.95,SGP,IDN
1165,1953,0.1262874360217982,Singapore,Covenas,1.2689,103.8331,9.4167,-75.6833,SGP,COL
1165,4867,0.125957919333885,Singapore,Nacala,1.2689,103.8331,-14.5333,40.6667,SGP,MOZ
1165,7790,0.1248195862792521,Singapore,King Fahd Port(Yanbu),1.2689,103.8331,23.95,38.2167,SGP,SAU
1165,2996,0.12017840746816563,Singapore,Tubarao,1.2689,103.8331,-20.2886,-40.2419,SGP,BRA
1165,1524,0.11455334449355416,Singapore,Bintulu,1.2689,103.8331,3.1667,113.0333,SGP,MYS
1165,185,0.11407619339400409,Singapore,Jebel Ali,1.2689,103.8331,24.9902,55.0608,SGP,ARE
1165,3252,0.10496833126329107,Singapore,Forcados Terminal,1.2689,103.8331,5.1667,5.1833,SGP,NGA
1165,1803,0.10457128324367258,Singapore,St. Eustatius,1.2689,103.8331,17.498,-62.9975,SGP,BES
1165,2845,0.10140723420052371,Singapore,Balongan Terminal,1.2689,103.8331,-6.3686,108.3958,SGP,IDN
1165,2191,0.09828772925515941,Singapore,Tanjung Sekong,1.2689,103.8331,-5.9167,106,SGP,IDN
1165,6360,0.09713207793518942,Singapore,Tanjung Bara,1.2689,103.8331,0.5333,117.6333,SGP,IDN
1165,4336,0.09679302796504174,Singapore,Gresik,1.2689,103.8331,-7.15,112.65,SGP,IDN
1165,2140,0.09454534107748745,Singapore,Cilacap,1.2689,103.8331,-7.7333,109,SGP,IDN
1165,2304,0.09427254894542637,Singapore,Dampier,1.2689,103.8331,-20.6831,116.6858,SGP,AUS
1165,4436,0.09400993927313057,Singapore,Subic Bay,1.2689,103.8331,14.8156,120.2852,SGP,PHL
1165,6159,0.09108265467235875,Singapore,Tarahan,1.2689,103.8331,-5.6667,105.4667,SGP,IDN
1165,4445,0.0901825006810123,Singapore,Port Walcott,1.2689,103.8331,-20.5975,117.1761,SGP,AUS
1165,3662,0.08903748300915257,Singapore,Mombasa,1.2689,103.8331,-4.0667,39.6833,SGP,KEN
1165,3958,0.08829883505531848,Singapore,Kerteh Terminal,1.2689,103.8331,4.5833,103.45,SGP,MYS
1165,3362,0.08734380894235802,Singapore,Sriracha,1.2689,103.8331,13.1173,100.8902,SGP,THA
1165,1283,0.08620890737188949,Singapore,Qua Iboe Terminal,1.2689,103.8331,4.2333,8.05,SGP,NGA
1165,3272,0.0847375283567025,Singapore,Laem Chabang,1.2689,103.8331,13.0833,100.8833,SGP,THA
1165,5908,0.08470442085872774,Singapore,Teluk Bayur,1.2689,103.8331,-1,100.35,SGP,IDN
1165,4636,0.08430338497435401,Singapore,Point Fortin,1.2689,103.8331,10.1841,-61.6941,SGP,TTO
1165,452,0.08343611700994269,Singapore,Puerto Bolivar(COL),1.2689,103.8331,12.2667,-71.95,SGP,COL
1165,2219,0.08291331378037535,Singapore,Miri,1.2689,103.8331,4.4022,113.9972,SGP,MYS
1165,5333,0.08056549627702018,Singapore,Port Moresby,1.2689,103.8331,-9.4333,147.1,SGP,PNG
1165,3903,0.08025903207236494,Singapore,Bonny,1.2689,103.8331,4.4217,7.1503,SGP,NGA
1165,5921,0.07597954282355718,Singapore,Seria Terminal,1.2689,103.8331,4.7131,114.3203,SGP,BRN
1165,2999,0.0745102959605318,Singapore,Chennai,1.2689,103.8331,13.0833,80.2833,SGP,IND
1165,670,0.07416141890452138,Singapore,Surabaya,1.2689,103.8331,-7.2,112.7333,SGP,IDN
1165,2260,0.07213023962494519,Singapore,Soyo,1.2689,103.8331,-6.12,12.2823,SGP,AGO
1165,7746,0.07186604319689778,Singapore,Revadanda,1.2689,103.8331,18.55,72.9,SGP,IND
1165,7532,0.07178303736932264,Singapore,Odudu Terminal,1.2689,103.8331,4,7.75,SGP,NGA
1165,2978,0.0713713578885836,Singapore,Colombo,1.2689,103.8331,6.9273,79.8611,SGP,LKA
1165,6036,0.06697595512678456,Singapore,Mongla,1.2689,103.8331,22.5186,89.5872,SGP,BGD
1165,9275,0.06661532562664199,Singapore,Wayame,1.2689,103.8331,-3.6667,128.1667,SGP,IDN
1165,861,0.06534277771515738,Singapore,Chaguaramas,1.2689,103.8331,10.6814,-61.6447,SGP,TTO
1165,5253,0.06410638204017725,Singapore,Bontang,1.2689,103.8331,0.1,117.4833,SGP,IDN
1165,3647,0.062153967916940875,Singapore,Taichung,1.2689,103.8331,24.28,120.5275,SGP,TWN
1165,8680,0.061327801950594826,Singapore,Thilawa,1.2689,103.8331,16.6667,96.25,SGP,MMR
1165,4250,0.061241352020508295,Singapore,Port Muhammad Bin Qasim,1.2689,103.8331,24.7667,67.35,SGP,PAK
1165,151,0.05968154155254457,Singapore,Chittagong,1.2689,103.8331,22.322,91.8173,SGP,BGD
1165,4908,0.05865888896295679,Singapore,Jebel Dhanna Terminal,1.2689,103.8331,24.2167,52.6667,SGP,ARE
1165,232,0.056061900636709086,Singapore,Balikpapan,1.2689,103.8331,-1.2667,116.8167,SGP,IDN
1165,8956,0.05568718109158049,Singapore,Sohar,1.2689,103.8331,24.5,56.6333,SGP,OMN
1165,5401,0.05458596670611344,Singapore,Trincomalee,1.2689,103.8331,8.5689,81.2331,SGP,LKA
1165,4343,0.051430124783708384,Singapore,Beihai,1.2689,103.8331,21.4809,109.1198,SGP,CHN
1165,4832,0.05042420487509383,Singapore,Kandla,1.2689,103.8331,23.0333,70.2167,SGP,IND
1165,4402,0.04958555510560459,Singapore,Abu Dhabi,1.2689,103.8331,24.5333,54.3833,SGP,ARE
1165,5587,0.04925236457025754,Singapore,Milner Bay,1.2689,103.8331,-13.8578,136.4242,SGP,AUS
1165,535,0.0467559710338275,Singapore,Male,1.2689,103.8331,4.1667,73.5,SGP,MDV
1165,4312,0.04672977662429139,Singapore,Cigading,1.2689,103.8331,-6.0167,105.95,SGP,IDN
1165,2445,0.04624219778974646,Singapore,Jakarta,1.2689,103.8331,-6.1086,106.8889,SGP,IDN
1165,950,0.04615911936976094,Singapore,Sandakan,1.2689,103.8331,5.8119,118.0784,SGP,MYS
1165,5133,0.04591270701359935,Singapore,Haldia,1.2689,103.8331,22.0167,88.0833,SGP,IND
1165,7707,0.04577131915219926,Singapore,Yangpu,1.2689,103.8331,19.7,109.3333,SGP,CHN
1165,8066,0.04464554371409787,Singapore,Bashayer Terminal,1.2689,103.8331,19.4,37.3333,SGP,SDN
1165,7703,0.043521047791144865,Singapore,Shuidong,1.2689,103.8331,21.4833,111.0667,SGP,CHN
1165,398,0.041280801133783664,Singapore,Das Is.,1.2689,103.8331,25.15,52.8667,SGP,ARE
1165,5307,0.04080291587884026,Singapore,Ambon,1.2689,103.8331,-3.7,128.1667,SGP,IDN
1165,2574,0.04069562938023483,Singapore,Bengkulu,1.2689,103.8331,-3.7833,102.25,SGP,IDN
1165,4542,0.04021573247558586,Singapore,Jubail,1.2689,103.8331,27.0133,49.6597,SGP,SAU
1165,2870,0.039977060595261404,Singapore,Bhavnagar,1.2689,103.8331,21.75,72.2333,SGP,IND
1165,3923,0.037676005629691464,Singapore,Zhanjiang,1.2689,103.8331,21.1811,110.4033,SGP,CHN
1165,4196,0.03679785734503059,Singapore,Labuan,1.2689,103.8331,5.2773,115.245,SGP,MYS
1165,5262,0.03648461162484449,Singapore,Pomalaa,1.2689,103.8331,-4.1667,121.5833,SGP,IDN
1165,7796,0.03632346415431625,Singapore,Thanh Hoa,1.2689,103.8331,19.8167,105.8,SGP,VNM
1165,3020,0.03510444655624811,Singapore,Kamsar,1.2689,103.8331,10.65,-14.6167,SGP,GIN
1165,2266,0.034936142646736494,Singapore,Lome,1.2689,103.8331,6.1408,1.2872,SGP,TGO
1165,611,0.034855532991926945,Singapore,Makassar,1.2689,103.8331,-5.1333,119.4,SGP,IDN
1165,2920,0.03331954961859895,Singapore,Puerto la Cruz,1.2689,103.8331,10.2167,-64.6333,SGP,VEN
1165,184,0.032932417800475,Singapore,Meulaboh,1.2689,103.8331,4.1333,96.1333,SGP,IDN
1165,4901,0.032730534622858076,Singapore,Muarasabak,1.2689,103.8331,-1.1333,103.8,SGP,MYS
1165,4151,0.032566866260718544,Singapore,Bataan,1.2689,103.8331,14.5234,120.6067,SGP,PHL
1165,6126,0.032287147695031514,Singapore,Banten,1.2689,103.8331,-6.0167,105.9667,SGP,IDN
1165,1892,0.031645623159174664,Singapore,Lumut(Brunei),1.2689,103.8331,4.6597,114.4425,SGP,BRN
1165,2777,0.031557115643025414,Singapore,Kemaman,1.2689,103.8331,4.2594,103.4633,SGP,MYS
1165,3654,0.03101499741716265,Singapore,Mina al Ahmadi,1.2689,103.8331,29.0667,48.15,SGP,KWT
1165,2605,0.030927491570163966,Singapore,Bangkok,1.2689,103.8331,13.7,100.5667,SGP,THA
1165,5306,0.030896997892289932,Singapore,Kribi,1.2689,103.8331,2.9333,9.9167,SGP,CMR
1165,2346,0.030258793282997732,Singapore,Djibouti,1.2689,103.8331,11.5333,43.15,SGP,DJI
1165,3315,0.030226663274890913,Singapore,Yangon,1.2689,103.8331,16.7667,96.1667,SGP,MMR
1165,4761,0.03005559418279488,Singapore,Kochi(IND),1.2689,103.8331,9.9667,76.2333,SGP,IND
1165,4403,0.029987728561190728,Singapore,Sihanoukville,1.2689,103.8331,10.6333,103.5,SGP,KHM
1165,3088,0.02987669773898081,Singapore,Jakhau,1.2689,103.8331,23.2333,68.5833,SGP,IND
1165,5821,0.029863938891780427,Singapore,Alang,1.2689,103.8331,21.4,72.15,SGP,IND
1165,5147,0.029116150865955325,Singapore,Weipa,1.2689,103.8331,-12.6642,141.8706,SGP,AUS
1165,4011,0.029015813593091824,Singapore,Darwin,1.2689,103.8331,-12.4494,130.8397,SGP,AUS
1165,4295,0.02858209844852523,Singapore,Mesaieed,1.2689,103.8331,24.9583,51.5891,SGP,QAT
1165,1782,0.028262248204150256,Singapore,Cebu,1.2689,103.8331,10.3225,123.9236,SGP,PHL
1165,5022,0.028160382163122954,Singapore,Port Sudan,1.2689,103.8331,19.6167,37.2333,SGP,SDN
1165,2631,0.028114477930201064,Singapore,Port of Spain,1.2689,103.8331,10.6525,-61.517,SGP,TTO
1165,2305,0.0280481607747492,Singapore,Duqm,1.2689,103.8331,19.6833,57.7333,SGP,OMN
1165,1773,0.027721432313055867,Singapore,Prachuap Khiri Khan,1.2689,103.8331,11.7833,99.8167,SGP,THA
1165,8007,0.027356994649197913,Singapore,Balingasag,1.2689,103.8331,8.7167,124.75,SGP,PHL
1165,7892,0.02726559330098225,Singapore,Huizhou,1.2689,103.8331,22.7,114.5667,SGP,CHN
1165,167,0.027123134768624768,Singapore,Salalah,1.2689,103.8331,16.9333,54,SGP,OMN
1165,8438,0.02671963402121457,Singapore,Onslow,1.2689,103.8331,-21.638,115.1086,SGP,AUS
1165,52,0.02669402792715715,Singapore,Lahad Datu,1.2689,103.8331,5.0239,118.3494,SGP,MYS
1165,4731,0.026274086623059776,Singapore,San Pedro(CIV),1.2689,103.8331,4.7333,-6.6167,SGP,CIV
1165,3086,0.026097678636004627,Singapore,Dos Bocas,1.2689,103.8331,18.4361,-93.1828,SGP,MEX
1165,4592,0.02361819954224572,Singapore,Semarang,1.2689,103.8331,-6.9667,110.4167,SGP,IDN
1165,3658,0.023143116212124,Singapore,Porbandar,1.2689,103.8331,21.6,69.6,SGP,IND
1165,4008,0.022167748079245875,Singapore,Durban,1.2689,103.8331,-29.8667,31.0333,SGP,ZAF
1165,2766,0.021861194886612142,Singapore,Biringkassi,1.2689,103.8331,-4.8167,119.5,SGP,IDN
1165,6464,0.021799204535617567,Singapore,Pipavav,1.2689,103.8331,20.9833,71.5667,SGP,IND
1165,5730,0.02177614859466992,Singapore,Gamba Terminal,1.2689,103.8331,-2.7833,10,SGP,GAB
1165,4608,0.021480059341314223,Singapore,Rabigh,1.2689,103.8331,22.75,38.9833,SGP,SAU
1165,642,0.021013177678591878,Singapore,Port Okha,1.2689,103.8331,22.4667,69.0833,SGP,IND
1165,3055,0.02091339529966482,Singapore,Niteroi,1.2689,103.8331,-22.8833,-43.1167,SGP,BRA
1165,3017,0.02085922375886184,Singapore,Baubau,1.2689,103.8331,-5.45,122.6,SGP,IDN
1165,5152,0.020577578098351312,Singapore,Davao,1.2689,103.8331,7.1692,125.6455,SGP,PHL
1165,5770,0.020567815904443853,Singapore,Calaca,1.2689,103.8331,13.9167,120.8,SGP,PHL
